QGC WPL 110
0	1	0	16	0	0	0	0	38.144929	-76.427317	9.001633	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	38.14492940	-76.42731830	30.480000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14469167	-76.42799444	60.960000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14619444	-76.42371389	91.439999	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14389722	-76.42255000	121.919999	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14177222	-76.42510833	121.919999	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14535000	-76.42867500	91.439999	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.15089722	-76.42929722	91.439999	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.15149444	-76.43138333	91.439999	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.15053333	-76.43417500	91.439999	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14794722	-76.43160556	60.960000	1
11	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14433333	-76.43228888	60.960000	1
12	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14331667	-76.43371111	91.439999	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14109444	-76.43215555	121.919999	1
14	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14157778	-76.42524722	121.919999	1
15	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14460833	-76.42825278	60.960000	1
16	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	38.14594820	-76.42651500	33.528000	1
17	0	3	19	10.00000000	0.00000000	0.00000000	0.00000000	38.14594820	-76.42651500	33.528000	1
18	0	3	20	0.00000000	0.00000000	0.00000000	0.00000000	38.14492730	-76.42730360	33.528000	1
